statecode,countyname,bldg_count_Flex,bldg_count_Healthcare,bldg_count_Hospitality,bldg_count_Industrial,bldg_count_Multifamily,bldg_count_Office,bldg_count_Retail,bldg_count_Specialty,bldg_count_Entertainment,area_sum_Flex,area_sum_Healthcare,area_sum_Hospitality,area_sum_Industrial,area_sum_Multifamily,area_sum_Office,area_sum_Retail,area_sum_Specialty,area_sum_Entertainment
AK,Aleutians East Borough,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10400.0,0.0,5000.0,0.0,0.0,16700.0,0.0
AK,Aleutians West Census Area,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15200.0,92300.0,59500.0,0.0,0.0
AK,Anchorage Municipality,143.0,11.0,89.0,684.0,764.0,649.0,960.0,133.0,10.0,2812900.0,2115500.0,4868500.0,13847400.0,16352100.0,14545500.0,17653800.0,4941400.0,448300.0
AK,Bethel Census Area,0.0,0.0,2.0,0.0,4.0,2.0,3.0,3.0,0.0,0.0,0.0,28500.0,0.0,45900.0,31600.0,25100.0,11200.0,0.0
AK,Bristol Bay Borough,0.0,0.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,28100.0,3900.0,0.0,11400.0,20300.0,7800.0,0.0
AK,Denali Borough,0.0,0.0,10.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,148400.0,0.0,0.0,10500.0,11400.0,40200.0,0.0
AK,Dillingham Census Area,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,5000.0,21900.0,6000.0,4900.0,15700.0,11000.0,0.0
AK,Fairbanks North Star Borough,11.0,4.0,22.0,117.0,77.0,91.0,180.0,17.0,2.0,77900.0,428200.0,594200.0,1294000.0,4536000.0,1158200.0,3597000.0,275100.0,48400.0
AK,Haines Borough,0.0,1.0,4.0,0.0,0.0,0.0,7.0,2.0,3.0,0.0,9100.0,57000.0,0.0,0.0,0.0,71900.0,4900.0,9300.0
AK,Hoonah-Angoon Census Area,0.0,0.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,55400.0,0.0,0.0,3000.0,10000.0,22700.0,0.0
AK,Juneau City and Borough,0.0,0.0,11.0,5.0,64.0,31.0,53.0,2.0,0.0,0.0,0.0,411000.0,110800.0,1344700.0,903700.0,1480200.0,54500.0,0.0
AK,Kenai Peninsula Borough,6.0,4.0,54.0,77.0,72.0,67.0,221.0,45.0,3.0,32300.0,18900.0,422000.0,728600.0,1065800.0,439900.0,2562800.0,475500.0,18500.0
AK,Ketchikan Gateway Borough,0.0,0.0,6.0,8.0,7.0,14.0,48.0,4.0,0.0,0.0,0.0,304100.0,83000.0,190300.0,92200.0,533800.0,46700.0,0.0
AK,Kodiak Island Borough,1.0,1.0,2.0,2.0,5.0,5.0,19.0,2.0,0.0,7000.0,96200.0,36600.0,44700.0,174700.0,15000.0,425600.0,18700.0,0.0
AK,Kusilvak Census Area,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,0.0,0.0
AK,Lake and Peninsula Borough,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23600.0,0.0,0.0,0.0,0.0,3300.0,0.0
AK,Matanuska-Susitna Borough,6.0,2.0,34.0,90.0,144.0,96.0,235.0,38.0,3.0,93300.0,3500.0,327400.0,805900.0,1519400.0,1022300.0,3326500.0,410800.0,25000.0
AK,Nome Census Area,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,51000.0,0.0,0.0,1900.0,27500.0,18700.0,6500.0,0.0
AK,North Slope Borough,0.0,0.0,1.0,6.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,35000.0,80100.0,10400.0,28400.0,25800.0,13000.0,0.0
AK,Northwest Arctic Borough,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5600.0,0.0,0.0,0.0,21100.0,0.0,0.0
AK,Petersburg Borough,0.0,0.0,2.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,17800.0,1200.0,0.0,0.0,80700.0,83400.0,0.0
AK,Prince of Wales-Hyder Census Area,0.0,0.0,2.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,25300.0,0.0,2000.0,0.0,41300.0,34100.0,0.0
AK,Sitka City and Borough,0.0,0.0,6.0,3.0,8.0,6.0,18.0,2.0,0.0,0.0,0.0,95300.0,109400.0,142500.0,47300.0,139400.0,5900.0,0.0
AK,Skagway Municipality,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,17100.0,27000.0,0.0
AK,Southeast Fairbanks Census Area,0.0,0.0,5.0,4.0,3.0,4.0,14.0,2.0,0.0,0.0,0.0,65300.0,40700.0,29000.0,31800.0,74200.0,12600.0,0.0
AK,Valdez-Cordova Census Area,0.0,0.0,12.0,7.0,4.0,2.0,23.0,5.0,0.0,0.0,0.0,98500.0,333400.0,101000.0,6200.0,110000.0,17200.0,0.0
AK,Wrangell City and Borough,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,12000.0,0.0,50500.0,0.0,33300.0,4800.0,0.0
AK,Yakutat City and Borough,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6100.0,6400.0,0.0,0.0,0.0,0.0,0.0
AK,Yukon-Koyukuk Census Area,0.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,7000.0,2500.0,0.0,2400.0,12000.0,9300.0,0.0
AL,Autauga County,4.0,1.0,7.0,34.0,21.0,84.0,184.0,13.0,0.0,26900.0,9200.0,216300.0,2093700.0,1805400.0,453100.0,2223200.0,165200.0,0.0
AL,Baldwin County,64.0,17.0,65.0,374.0,199.0,808.0,1594.0,236.0,13.0,724700.0,1414900.0,5791400.0,9663000.0,16491000.0,4850500.0,16964900.0,4044600.0,390200.0
AL,Barbour County,0.0,0.0,4.0,17.0,20.0,22.0,108.0,10.0,2.0,0.0,0.0,64900.0,1786900.0,2974500.0,111500.0,1068400.0,86900.0,5200.0
AL,Bibb County,1.0,0.0,0.0,9.0,10.0,19.0,53.0,5.0,0.0,19800.0,0.0,0.0,284200.0,437300.0,97100.0,526100.0,21600.0,0.0
AL,Blount County,3.0,1.0,0.0,40.0,17.0,35.0,153.0,14.0,3.0,31500.0,5400.0,0.0,794500.0,456800.0,152900.0,1221300.0,84300.0,74500.0
AL,Bullock County,0.0,0.0,0.0,5.0,4.0,10.0,22.0,3.0,0.0,0.0,0.0,0.0,229600.0,130300.0,47300.0,139500.0,6300.0,0.0
AL,Butler County,1.0,1.0,5.0,20.0,18.0,23.0,110.0,10.0,0.0,23000.0,85500.0,103800.0,894000.0,598200.0,89700.0,1018000.0,46500.0,0.0
AL,Calhoun County,28.0,8.0,11.0,164.0,88.0,260.0,706.0,42.0,6.0,286300.0,241900.0,439000.0,6610000.0,4685100.0,2005600.0,8181100.0,1515000.0,35100.0
AL,Chambers County,2.0,1.0,2.0,30.0,14.0,39.0,110.0,12.0,0.0,37300.0,32000.0,68300.0,3436100.0,1317700.0,603700.0,1251200.0,163700.0,0.0
AL,Cherokee County,1.0,2.0,3.0,7.0,12.0,14.0,84.0,13.0,0.0,5000.0,50000.0,54000.0,138700.0,394000.0,77500.0,1036500.0,93300.0,0.0
AL,Chilton County,8.0,5.0,3.0,42.0,16.0,74.0,250.0,18.0,2.0,100300.0,264300.0,90800.0,875300.0,844200.0,288300.0,1909100.0,122500.0,3400.0
AL,Choctaw County,0.0,1.0,0.0,2.0,5.0,4.0,31.0,4.0,0.0,0.0,75000.0,0.0,203000.0,185000.0,18500.0,235600.0,7600.0,0.0
AL,Clarke County,0.0,1.0,4.0,14.0,19.0,23.0,112.0,9.0,0.0,0.0,5000.0,55700.0,707400.0,740000.0,125000.0,1501400.0,35800.0,0.0
AL,Clay County,1.0,1.0,0.0,9.0,4.0,5.0,22.0,5.0,0.0,23000.0,6300.0,0.0,496700.0,145600.0,11400.0,112100.0,27300.0,0.0
AL,Cleburne County,1.0,0.0,0.0,12.0,6.0,9.0,40.0,8.0,0.0,5000.0,0.0,0.0,791900.0,129100.0,42900.0,230500.0,34400.0,0.0
AL,Coffee County,3.0,3.0,7.0,27.0,30.0,54.0,193.0,14.0,0.0,40900.0,135300.0,241600.0,1330900.0,1680800.0,240900.0,2549800.0,104400.0,0.0
AL,Colbert County,10.0,4.0,4.0,305.0,27.0,78.0,323.0,48.0,0.0,63900.0,242200.0,317700.0,14225100.0,1424800.0,498400.0,2720700.0,251900.0,0.0
AL,Conecuh County,0.0,0.0,1.0,12.0,8.0,8.0,43.0,0.0,0.0,0.0,0.0,20400.0,912000.0,266300.0,35800.0,263700.0,0.0,0.0
AL,Coosa County,3.0,0.0,0.0,5.0,5.0,6.0,18.0,3.0,0.0,47500.0,0.0,0.0,375600.0,102200.0,21800.0,76100.0,17400.0,0.0
AL,Covington County,0.0,1.0,6.0,12.0,13.0,39.0,136.0,10.0,0.0,0.0,134000.0,103000.0,250000.0,474600.0,205300.0,1813800.0,61100.0,0.0
AL,Crenshaw County,0.0,0.0,0.0,7.0,6.0,10.0,41.0,9.0,0.0,0.0,0.0,0.0,119000.0,193300.0,21400.0,217000.0,34200.0,0.0
AL,Cullman County,9.0,6.0,10.0,96.0,34.0,97.0,337.0,21.0,0.0,55100.0,149400.0,287900.0,4893200.0,1286100.0,770600.0,3616400.0,138300.0,0.0
AL,Dale County,5.0,2.0,4.0,57.0,26.0,37.0,163.0,20.0,1.0,49700.0,40200.0,117400.0,1860800.0,2490000.0,289300.0,1842800.0,416300.0,100.0
AL,Dallas County,4.0,5.0,6.0,47.0,21.0,39.0,160.0,14.0,4.0,23200.0,568800.0,179900.0,3313000.0,1149300.0,288000.0,2158200.0,398400.0,30700.0
AL,DeKalb County,6.0,1.0,4.0,69.0,21.0,36.0,160.0,17.0,0.0,73700.0,287600.0,67900.0,5174300.0,828200.0,160200.0,1723200.0,145600.0,0.0
AL,Elmore County,16.0,3.0,10.0,49.0,25.0,82.0,317.0,31.0,3.0,355300.0,25000.0,571400.0,1438900.0,2273500.0,377600.0,4293500.0,327200.0,35600.0
AL,Escambia County,5.0,4.0,6.0,28.0,31.0,39.0,178.0,17.0,1.0,116000.0,47600.0,137400.0,1975000.0,1006100.0,249300.0,1904800.0,372400.0,47000.0
AL,Etowah County,31.0,9.0,14.0,127.0,45.0,244.0,552.0,32.0,3.0,251300.0,1144600.0,580200.0,4461600.0,2530700.0,1204200.0,6086600.0,346200.0,73200.0
AL,Fayette County,0.0,0.0,0.0,3.0,8.0,5.0,41.0,5.0,0.0,0.0,0.0,0.0,358500.0,396700.0,38300.0,472000.0,93500.0,0.0
AL,Franklin County,4.0,3.0,3.0,15.0,13.0,17.0,93.0,13.0,0.0,40300.0,97200.0,52300.0,1473300.0,691100.0,106400.0,1042500.0,84500.0,0.0
AL,Geneva County,1.0,0.0,0.0,9.0,10.0,12.0,78.0,11.0,0.0,16500.0,0.0,0.0,734000.0,144600.0,71700.0,595400.0,57200.0,0.0
AL,Greene County,0.0,1.0,3.0,1.0,4.0,3.0,17.0,3.0,1.0,0.0,4800.0,64600.0,7500.0,158500.0,3000.0,84500.0,12100.0,30000.0
AL,Hale County,2.0,0.0,1.0,6.0,5.0,1.0,25.0,6.0,0.0,8400.0,0.0,11000.0,155900.0,181000.0,2700.0,176100.0,46000.0,0.0
AL,Henry County,1.0,0.0,0.0,13.0,4.0,14.0,53.0,6.0,0.0,4100.0,0.0,0.0,903300.0,93300.0,50700.0,343700.0,13900.0,0.0
AL,Houston County,23.0,7.0,17.0,174.0,54.0,367.0,623.0,42.0,1.0,243900.0,451600.0,857100.0,6716600.0,5466700.0,2271400.0,8634600.0,673000.0,4800.0
AL,Jackson County,4.0,1.0,3.0,47.0,24.0,29.0,118.0,18.0,0.0,45000.0,1200.0,100200.0,4951900.0,2330400.0,163900.0,1537200.0,395500.0,0.0
AL,Jefferson County,405.0,71.0,139.0,2291.0,801.0,2339.0,5150.0,700.0,41.0,6490200.0,7926000.0,10083300.0,91006300.0,68843400.0,47511800.0,58784000.0,13710000.0,2382700.0
AL,Lamar County,0.0,0.0,0.0,6.0,6.0,4.0,25.0,6.0,0.0,0.0,0.0,0.0,1025800.0,242800.0,13500.0,156300.0,14500.0,0.0
AL,Lauderdale County,12.0,7.0,2.0,118.0,88.0,120.0,349.0,38.0,1.0,164200.0,561700.0,60000.0,4604600.0,5286200.0,805200.0,5425400.0,459400.0,39200.0
AL,Lawrence County,1.0,3.0,1.0,12.0,9.0,9.0,68.0,6.0,0.0,4000.0,77700.0,7300.0,1774500.0,279300.0,42300.0,804600.0,27500.0,0.0
AL,Lee County,32.0,8.0,16.0,126.0,162.0,225.0,502.0,31.0,0.0,546500.0,314600.0,578700.0,8698900.0,15809100.0,1305200.0,7723100.0,1009000.0,0.0
AL,Limestone County,9.0,2.0,8.0,93.0,33.0,59.0,206.0,21.0,0.0,161500.0,54900.0,248400.0,13355600.0,2409700.0,526700.0,2636900.0,751700.0,0.0
AL,Lowndes County,0.0,0.0,0.0,7.0,6.0,3.0,25.0,4.0,0.0,0.0,0.0,0.0,267800.0,123400.0,20700.0,136100.0,14000.0,0.0
AL,Macon County,0.0,3.0,1.0,3.0,17.0,8.0,40.0,6.0,0.0,0.0,1134100.0,35300.0,125000.0,599800.0,46600.0,319400.0,39500.0,0.0
AL,Madison County,183.0,26.0,55.0,615.0,380.0,1046.0,1597.0,202.0,13.0,6464600.0,4258100.0,4598500.0,22674900.0,34366900.0,20750700.0,24467100.0,6682500.0,1504400.0
AL,Marengo County,2.0,0.0,4.0,13.0,12.0,19.0,94.0,9.0,0.0,22900.0,0.0,63600.0,366400.0,446600.0,116500.0,987700.0,252500.0,0.0
AL,Marion County,1.0,2.0,4.0,21.0,14.0,28.0,104.0,8.0,0.0,7500.0,30600.0,80500.0,2134300.0,457000.0,101300.0,1166400.0,30800.0,0.0
AL,Marshall County,7.0,0.0,9.0,66.0,43.0,121.0,457.0,21.0,2.0,74200.0,0.0,189600.0,3985400.0,2097900.0,543800.0,5691800.0,139300.0,25800.0
AL,Mobile County,281.0,44.0,97.0,1109.0,343.0,1622.0,3196.0,349.0,13.0,2593100.0,6757500.0,6287800.0,32301800.0,33258600.0,14406200.0,29486900.0,8201700.0,655300.0
AL,Monroe County,0.0,1.0,2.0,18.0,7.0,7.0,58.0,9.0,0.0,0.0,3400.0,43400.0,1281200.0,464000.0,32900.0,1004200.0,23500.0,0.0
AL,Montgomery County,199.0,30.0,69.0,484.0,195.0,1222.0,1557.0,381.0,14.0,2789300.0,1937100.0,3807500.0,25450800.0,23085400.0,15491700.0,20522400.0,10032000.0,470300.0
AL,Morgan County,43.0,9.0,9.0,281.0,85.0,190.0,506.0,56.0,1.0,385500.0,602800.0,500900.0,15124900.0,4952600.0,1451900.0,7100100.0,2892600.0,73000.0
AL,Perry County,0.0,0.0,1.0,2.0,8.0,8.0,29.0,4.0,0.0,0.0,0.0,10000.0,16000.0,175800.0,32100.0,163100.0,126600.0,0.0
AL,Pickens County,0.0,0.0,1.0,2.0,8.0,7.0,35.0,4.0,0.0,0.0,0.0,10700.0,13600.0,272100.0,43100.0,227700.0,12500.0,0.0
AL,Pike County,3.0,2.0,5.0,17.0,32.0,43.0,144.0,10.0,0.0,21400.0,141300.0,194900.0,1423700.0,2713200.0,239300.0,1650700.0,116000.0,0.0
AL,Randolph County,1.0,3.0,2.0,9.0,8.0,12.0,51.0,12.0,0.0,3200.0,138600.0,12600.0,1225700.0,240700.0,65000.0,505400.0,87600.0,0.0
AL,Russell County,4.0,1.0,5.0,43.0,52.0,56.0,215.0,23.0,0.0,132700.0,100.0,200700.0,2617600.0,7906300.0,317400.0,2547300.0,237600.0,0.0
AL,Shelby County,266.0,13.0,31.0,485.0,61.0,614.0,1076.0,102.0,12.0,2927000.0,658500.0,2142500.0,12561200.0,10909700.0,7773900.0,13559900.0,2532600.0,238800.0
AL,St. Clair County,25.0,3.0,9.0,161.0,27.0,112.0,422.0,45.0,1.0,487900.0,102600.0,267300.0,5354100.0,1572500.0,619800.0,3599300.0,353100.0,3000.0
AL,Sumter County,0.0,0.0,0.0,4.0,6.0,7.0,27.0,6.0,0.0,0.0,0.0,0.0,178100.0,634800.0,29600.0,171100.0,20200.0,0.0
AL,Talladega County,23.0,5.0,18.0,180.0,41.0,177.0,679.0,59.0,2.0,175000.0,489100.0,612000.0,9466500.0,2175000.0,911200.0,5277800.0,807800.0,93100.0
AL,Tallapoosa County,2.0,1.0,2.0,29.0,16.0,50.0,140.0,15.0,1.0,192900.0,7100.0,36100.0,1461500.0,812500.0,333100.0,1657600.0,112500.0,6900.0
AL,Tuscaloosa County,74.0,10.0,41.0,263.0,234.0,563.0,979.0,91.0,2.0,1050800.0,799200.0,2240900.0,15196800.0,25927200.0,4159900.0,10709800.0,1431100.0,23100.0
AL,Walker County,9.0,5.0,7.0,38.0,20.0,60.0,281.0,31.0,1.0,160700.0,734500.0,131400.0,1196900.0,1030200.0,410200.0,4027200.0,230600.0,15100.0
AL,Washington County,2.0,0.0,1.0,8.0,4.0,2.0,22.0,11.0,0.0,24000.0,0.0,2000.0,444600.0,69400.0,3000.0,140600.0,1796800.0,0.0
AL,Wilcox County,0.0,0.0,1.0,3.0,8.0,2.0,16.0,5.0,0.0,0.0,0.0,12000.0,1813200.0,153900.0,13600.0,108700.0,9400.0,0.0
AL,Winston County,2.0,1.0,1.0,21.0,6.0,10.0,68.0,8.0,0.0,29500.0,110700.0,12000.0,1138500.0,236500.0,36200.0,583500.0,28700.0,0.0
AR,Arkansas County,2.0,2.0,5.0,5.0,4.0,23.0,64.0,15.0,0.0,6100.0,59000.0,135100.0,847400.0,201600.0,134600.0,681500.0,84300.0,0.0
AR,Ashley County,0.0,0.0,1.0,10.0,2.0,11.0,58.0,7.0,0.0,0.0,0.0,27200.0,1383400.0,42600.0,70100.0,577000.0,21200.0,0.0
AR,Baxter County,3.0,4.0,23.0,46.0,54.0,69.0,272.0,51.0,1.0,43800.0,264200.0,420400.0,833300.0,1325700.0,291500.0,2856200.0,436300.0,4100.0
AR,Benton County,64.0,32.0,62.0,496.0,228.0,850.0,1513.0,163.0,10.0,1923200.0,1726600.0,3286100.0,24278000.0,18677000.0,14339200.0,17672000.0,5065500.0,368300.0
AR,Boone County,4.0,0.0,6.0,29.0,29.0,28.0,139.0,20.0,1.0,32300.0,0.0,66300.0,2066700.0,726000.0,461600.0,1429800.0,699400.0,600.0
AR,Bradley County,0.0,0.0,2.0,12.0,3.0,8.0,40.0,5.0,0.0,0.0,0.0,41700.0,508200.0,84900.0,24900.0,223700.0,19900.0,0.0
AR,Calhoun County,0.0,1.0,1.0,6.0,2.0,4.0,10.0,1.0,0.0,0.0,19200.0,3000.0,488800.0,18000.0,7800.0,59900.0,2900.0,0.0
AR,Carroll County,3.0,3.0,92.0,15.0,27.0,31.0,149.0,22.0,4.0,22900.0,125400.0,1064200.0,898500.0,590900.0,115600.0,1295500.0,120800.0,77900.0
AR,Chicot County,0.0,1.0,3.0,2.0,8.0,3.0,27.0,5.0,0.0,0.0,34700.0,39500.0,241500.0,304600.0,11200.0,153600.0,25500.0,0.0
AR,Clark County,1.0,3.0,7.0,11.0,23.0,29.0,98.0,14.0,1.0,7500.0,33500.0,172400.0,480800.0,1052000.0,143900.0,867900.0,227200.0,6100.0
AR,Clay County,0.0,1.0,0.0,6.0,6.0,8.0,41.0,7.0,1.0,0.0,100.0,0.0,1238200.0,109800.0,57800.0,329000.0,18600.0,1200.0
AR,Cleburne County,5.0,2.0,15.0,35.0,14.0,52.0,168.0,18.0,0.0,55800.0,65700.0,259500.0,398900.0,253100.0,173900.0,1163600.0,237200.0,0.0
AR,Cleveland County,0.0,0.0,0.0,3.0,0.0,6.0,19.0,3.0,0.0,0.0,0.0,0.0,41300.0,0.0,18900.0,91400.0,10200.0,0.0
AR,Columbia County,1.0,2.0,3.0,11.0,13.0,21.0,106.0,12.0,0.0,1400.0,47800.0,74100.0,840300.0,317200.0,138100.0,1387200.0,81300.0,0.0
AR,Conway County,2.0,2.0,4.0,18.0,4.0,18.0,73.0,9.0,0.0,13800.0,71600.0,97600.0,506900.0,160000.0,126000.0,814600.0,25300.0,0.0
AR,Craighead County,20.0,12.0,19.0,265.0,160.0,268.0,638.0,60.0,3.0,207700.0,954200.0,1094800.0,9964600.0,7496600.0,2293000.0,7463300.0,956600.0,27300.0
AR,Crawford County,6.0,2.0,8.0,75.0,41.0,54.0,214.0,35.0,0.0,52700.0,106300.0,170900.0,2060800.0,1317600.0,461800.0,1988800.0,481900.0,0.0
AR,Crittenden County,8.0,1.0,23.0,151.0,51.0,114.0,354.0,38.0,3.0,65400.0,46600.0,902200.0,5602600.0,3571400.0,632100.0,2661800.0,424500.0,290800.0
AR,Cross County,0.0,2.0,0.0,7.0,4.0,9.0,49.0,8.0,1.0,0.0,98600.0,0.0,652200.0,107300.0,26500.0,563700.0,120500.0,24000.0
AR,Dallas County,1.0,0.0,0.0,2.0,3.0,12.0,25.0,3.0,0.0,154000.0,0.0,0.0,108100.0,44100.0,116800.0,219700.0,11100.0,0.0
AR,Desha County,0.0,1.0,3.0,4.0,9.0,7.0,30.0,4.0,0.0,0.0,13100.0,78300.0,604900.0,265300.0,27600.0,416800.0,13400.0,0.0
AR,Drew County,4.0,1.0,0.0,7.0,12.0,16.0,80.0,6.0,0.0,18300.0,29100.0,0.0,553600.0,507000.0,83900.0,839100.0,124200.0,0.0
AR,Faulkner County,34.0,15.0,23.0,228.0,76.0,308.0,791.0,52.0,1.0,282800.0,713400.0,973800.0,8310700.0,9739900.0,3177100.0,7797100.0,1097100.0,5900.0
AR,Franklin County,1.0,0.0,3.0,8.0,2.0,14.0,56.0,11.0,0.0,2700.0,0.0,61700.0,224000.0,33300.0,89300.0,371200.0,57700.0,0.0
AR,Fulton County,0.0,0.0,3.0,1.0,5.0,4.0,12.0,8.0,0.0,0.0,0.0,23600.0,2400.0,99100.0,13200.0,62200.0,26500.0,0.0
AR,Garland County,21.0,20.0,64.0,136.0,119.0,289.0,864.0,90.0,12.0,452700.0,1792100.0,3630100.0,3598600.0,6310300.0,2313700.0,8928900.0,1139000.0,443300.0
AR,Grant County,0.0,0.0,2.0,11.0,5.0,16.0,80.0,6.0,1.0,0.0,0.0,28800.0,128300.0,76400.0,44600.0,704500.0,24400.0,6000.0
AR,Greene County,0.0,2.0,3.0,26.0,16.0,38.0,146.0,9.0,0.0,0.0,34400.0,169800.0,3503600.0,412100.0,257600.0,1750300.0,148400.0,0.0
AR,Hempstead County,0.0,1.0,3.0,22.0,8.0,28.0,92.0,9.0,0.0,0.0,102900.0,90600.0,1546500.0,323200.0,102600.0,1049700.0,41900.0,0.0
AR,Hot Spring County,2.0,1.0,3.0,22.0,8.0,29.0,140.0,12.0,1.0,44600.0,2100.0,27100.0,1055200.0,457500.0,84500.0,1484100.0,126000.0,3000.0
AR,Howard County,0.0,3.0,0.0,9.0,1.0,11.0,42.0,5.0,0.0,0.0,66300.0,0.0,750600.0,20900.0,89400.0,435600.0,9700.0,0.0
AR,Independence County,0.0,1.0,6.0,16.0,10.0,21.0,107.0,13.0,1.0,0.0,43000.0,161100.0,1570200.0,311000.0,260300.0,1346000.0,123900.0,15000.0
AR,Izard County,1.0,0.0,2.0,3.0,4.0,8.0,24.0,4.0,0.0,24400.0,0.0,7700.0,7800.0,184000.0,29100.0,136000.0,15800.0,0.0
AR,Jackson County,1.0,3.0,1.0,17.0,9.0,17.0,62.0,7.0,0.0,2600.0,250500.0,22000.0,997300.0,266600.0,56800.0,669100.0,25300.0,0.0
AR,Jefferson County,3.0,12.0,10.0,87.0,59.0,110.0,400.0,56.0,1.0,80200.0,1376500.0,645300.0,4692000.0,2668200.0,1250600.0,4695900.0,1081800.0,352000.0
AR,Johnson County,1.0,2.0,8.0,38.0,26.0,31.0,139.0,11.0,1.0,14600.0,107000.0,343800.0,1779300.0,637000.0,92100.0,1080700.0,72500.0,6500.0
AR,Lafayette County,0.0,1.0,0.0,3.0,2.0,6.0,25.0,3.0,1.0,0.0,30900.0,0.0,423000.0,46700.0,18000.0,123000.0,5700.0,18100.0
AR,Lawrence County,0.0,0.0,0.0,5.0,8.0,6.0,52.0,19.0,0.0,0.0,0.0,0.0,335200.0,130700.0,23500.0,466100.0,47400.0,0.0
AR,Lee County,0.0,1.0,2.0,1.0,4.0,4.0,15.0,3.0,0.0,0.0,12400.0,4400.0,183000.0,238900.0,14800.0,196000.0,14700.0,0.0
AR,Lincoln County,0.0,1.0,2.0,3.0,0.0,5.0,19.0,1.0,0.0,0.0,19900.0,29700.0,67400.0,0.0,20200.0,151900.0,9400.0,0.0
AR,Little River County,0.0,0.0,0.0,4.0,3.0,8.0,36.0,4.0,1.0,0.0,0.0,0.0,56200.0,148600.0,31100.0,345000.0,16400.0,6100.0
AR,Logan County,0.0,2.0,2.0,9.0,4.0,17.0,55.0,11.0,0.0,0.0,22200.0,27400.0,1929000.0,65900.0,64500.0,420500.0,42600.0,0.0
AR,Lonoke County,8.0,11.0,10.0,85.0,70.0,155.0,464.0,56.0,3.0,58100.0,232000.0,403100.0,2433100.0,2176500.0,693900.0,3435600.0,680500.0,45100.0
AR,Madison County,1.0,0.0,1.0,1.0,4.0,2.0,33.0,4.0,0.0,69000.0,0.0,13600.0,4000.0,127000.0,10500.0,179200.0,99600.0,0.0
AR,Marion County,0.0,0.0,21.0,7.0,14.0,11.0,64.0,16.0,3.0,0.0,0.0,123000.0,77000.0,289100.0,23100.0,423800.0,70400.0,13700.0
AR,Miller County,2.0,1.0,14.0,47.0,26.0,48.0,145.0,22.0,0.0,19400.0,8300.0,751100.0,2008800.0,2657300.0,545800.0,1242500.0,1189400.0,0.0
AR,Mississippi County,3.0,3.0,4.0,62.0,42.0,45.0,199.0,28.0,0.0,40200.0,63300.0,102200.0,11680100.0,1350000.0,328200.0,2234000.0,142600.0,0.0
AR,Monroe County,0.0,0.0,4.0,2.0,3.0,10.0,33.0,3.0,0.0,0.0,0.0,104600.0,120900.0,103700.0,37900.0,321700.0,12700.0,0.0
AR,Montgomery County,0.0,0.0,1.0,2.0,0.0,2.0,19.0,8.0,0.0,0.0,0.0,4700.0,35900.0,0.0,11200.0,136300.0,32100.0,0.0
AR,Nevada County,1.0,1.0,0.0,2.0,1.0,5.0,21.0,3.0,0.0,6800.0,24700.0,0.0,164800.0,14100.0,33900.0,158000.0,7600.0,0.0
AR,Newton County,0.0,0.0,1.0,0.0,3.0,2.0,7.0,3.0,0.0,0.0,0.0,8500.0,0.0,72300.0,7800.0,37700.0,3400.0,0.0
AR,Ouachita County,0.0,1.0,4.0,15.0,14.0,24.0,122.0,10.0,0.0,0.0,12000.0,280300.0,254600.0,548900.0,151800.0,1439500.0,48100.0,0.0
AR,Perry County,1.0,0.0,0.0,1.0,3.0,5.0,22.0,5.0,0.0,2800.0,0.0,0.0,63800.0,62400.0,12500.0,102300.0,46800.0,0.0
AR,Phillips County,1.0,2.0,6.0,6.0,6.0,10.0,39.0,10.0,0.0,20000.0,175000.0,82700.0,326100.0,163300.0,66300.0,550700.0,123600.0,0.0
AR,Pike County,2.0,0.0,6.0,3.0,2.0,3.0,34.0,8.0,1.0,19200.0,0.0,56800.0,51500.0,25100.0,14900.0,346000.0,208000.0,14100.0
AR,Poinsett County,0.0,3.0,3.0,19.0,5.0,16.0,86.0,13.0,0.0,0.0,25000.0,48900.0,3017400.0,57600.0,82300.0,572000.0,55600.0,0.0
